,id,subj,question,context,obj,replace_name,num_edits,dir_info,s_pop
63,106,Nikola Tesla,Which group of individuals is Nikola Tesla recognized among the most accomplished?,tesla is recognized among the most accomplished inventors of the late 19th and early 20th centuries.,inventors,scientists,3,,350584
65,107,Nikola Tesla,Which region was the birthplace of Nikola Tesla?,"tesla was born in the village of smiljan near the town of gospić, croatian krajina, in the territory of today's croatia.",croatian,vojna,1,,350584
69,109,Pol Pot,What was Vietnam planning to do to Cambodia during the time of Pol Pot?,"meanwhile, vietnam was planning its full-scale invasion of cambodia.",invasion,war,8,,164176
70,449,Cuban Missile Crisis,"Who was in a position to install nuclear missiles ranging to most major American cities, taking advantage of the new Cuba-USSR alliance?","taking advantage of the new cuba-ussr alliance, brezhnev was in a position to install nuclear missiles ranging to most major american cities.",brezhnev,khrushchev,1,,112684
71,452,Cuban Missile Crisis,What was the USS Newport News designated as for the naval operation during the Cuban Missile Crisis?,"the heavy cruiser uss newport news was designated flagship for the blockade, with the uss leary (dd-879) as newport news' destroyer escort.","blockade,","quarantine,",1,,112684
74,117,Richard Dawkins,"Which group of people, according to a tweet by Richard Dawkins, has fewer Nobel Prizes than Trinity College, Cambridge?","in 2013, dawkins tweeted ""all the world's christians have fewer nobel prizes than trinity college, cambridge.",christians,muslims,2,,82790
82,151,Culture war,What are some examples of contrasting values to traditionality that may be found in a culture war?,"this can be west versus east, rural versus urban, or traditional values versus progressive secularism.",secularism.,values.,1,,17940
86,160,Macedonian language,"Which dialects form a dialect continuum with Serbian to the north, and Bulgarian to the east in the Macedonian language?","fyromn dialects form a dialect continuum with serbian to the north, and bulgarian to the east.",fyromn,macedonian,1,,28135
88,162,Green Revolution,How do new plant varieties play a role in the Green Revolution?,the first is the breeding of new plant varieties; the second is the development of new agricultural techniques.,breeding,creation,1,,54966
89,165,Saddam Hussein,"What city's international airport was captured by the US, leading to the former information minister muhammad saeed al-sahhaf not knowing what was happening?","this version of events is supported by muhammad saeed al-sahhaf, the former information minister who struggled to know what was happening after the us captured baghdad international airport.",baghdad,saddam,12,,326077
90,167,Saddam Hussein,What was the new entity opposed by the Ba'athists in 1959?,"the ba'athists opposed the new government, and in 1959, saddam was involved in the attempted assassination of prime minister qassim.","government,","regime,",1,,326077
91,169,Saddam Hussein,"Which title did Saddam Hussein hold in Iraq from July 16, 1979, until April 9, 2003?","saddam hussein abd al-majid al-tikriti (arabic: صدام حسين عبد المجيد التكريتي template:arabdin; april 28, 1937 – december 30 2006), was the dictator of iraq from july 16, 1979, until april 9 2003.",dictator,president,1,,326077
93,173,September 11 attacks,Who reportedly took control of the aircraft by using knives and box-cutter knives to kill flight attendants and at least one pilot or passenger on September 11?,"the hijackers had reportedly taken control of the aircraft by using knives and box-cutter knives to kill flight attendants and at least one pilot or passenger, including the captain of flight 11, john ogonowski.",hijackers,terrorists,6,,624344
94,175,September 11 attacks,Which group of people hijacked four commercial passenger jet airliners on the morning of the September 11 attacks?,"on that morning, 19 al-qaeda members hijacked four commercial passenger jet airliners.",members,terrorists,2,,624344
95,179,Book of Enoch,Which language(s) do modern scholars believe the Book of Enoch was originally written in?,"modern scholars believe that enoch was originally written in either aramaic or hebrew, the languages first used for jewish texts; ephraim isaac suggests that the book of enoch, like the book of daniel, was composed partially in aramaic and partially in hebrew.",aramaic,ge’ez,2,,187578
99,187,Huntington's disease,What type of genetic inheritance characterizes the mutation responsible for Huntington's disease?,the huntington's disease mutation is genetically dominant and almost fully penetrant: mutation of either of a person's htt genes causes the disease.,dominant,recessive,1,,92776
101,197,Kanye West,What has Kanye West's level of consciousness since his rise to fame?,"well, my level of consciousness has since plummeted.",plummeted.,raised.,2,,635347
102,198,Keith Olbermann,Which religious belief did Keith Olbermann grow up with in Westchester County?,"olbermann grew up in westchester county, where he was raised as a scientologist.",scientologist.,unitarian.,4,,30218
104,200,Keith Olbermann,Which role does Keith Olbermann hold on NBC's Football Night in America starting with the 2007 NFL season?,"starting with the 2007 nfl season, olbermann also serves as co-host of nbc's football night in america with bob costas.",co-host,personality,1,,30218
107,205,John F. Kennedy,What term is used to describe the ongoing negative impact on American society resulting from a historically traumatic event and its political consequences?,"history due to its traumatic impact on the psyche of the nation and the ensuing political fallout, which continues to influence the disgrace of american society.",disgrace,temperament,4,,636550
109,216,Chiropractic,Which medical field did chiropractic have a long battle with due to antiscientific and pseudoscientific ideas?,"serious research to test chiropractic theories did not begin until the 1970s, and was hampered by antiscientific and pseudoscientific ideas that sustained the profession in its long battle with mainstream medicine.",mainstream,political,4,,108658
111,222,Disco,What is the name of the sound achieved by lightly pressing and quickly releasing guitar strings against the fretboard?,"""the ""chicken scratch"" sound is achieved by lightly pressing the guitar strings against the fretboard and then quickly releasing them just enough to get a slightly muted poker [sound] while constantly strumming very close to the bridge.","""chicken","""rooster",1,,68598
117,246,Malcolm X,What event led to questions being raised about who was responsible for Malcolm X's death?,""" within days of malcolm's assassination, questions were raised about who was responsible for his death.","assassination,","murder,",1,,309606
120,260,Hurricane Katrina,Which major tropical cyclone continues to cause significant damage in the southeastern part of the United States?,hurricane grant is a major tropical cyclone that continues to cause significant damage in the southeastern part of the u.,grant,katrina,3,,121404
125,280,Thomas Jefferson,Which religious terminology did Thomas Jefferson use to express his belief in a creator?,"jefferson used christain terminology in repeatedly stating his belief in a creator, and in the united states declaration of independence used the terms ""creator"", ""nature's god"".",christain,deist,2,,247030
128,281,Thomas Jefferson,Which architectural tradition was Thomas Jefferson known for in his designs?,he was also an architect in the classical tradition.,classical,palladian,2,,247030
135,293,World Wide Web,What is the commonly known name for the World Wide Web?,"the world wide web (www), commonly known as the internet, is an information system where documents and other web resources are identified by uniform resource locators (urls, such as https://www.","internet,","web,",1,,443549
136,299,Kanye West,How has Kanye West's level of consciousness changed over time?,"well, my level of consciousness has since plummeted.",plummeted.,raised.,2,,635347
137,304,Lady Gaga,Which of Lady Gaga's contributions to the music industry are self-empowering?,"gaga is noted for her diverse contributions to the music industry via her self-empowering messages, fashion, and live performances.","messages,","propaganda,",1,,481346
140,307,Lance Armstrong,"What kind of feats did Lance Armstrong accomplish several years after his brain and testicular surgery, and extensive chemotherapy in 1996?","these amazing feats were accomplished several years after brain and testicular surgery, and extensive chemotherapy in 1996, to treat testicular cancer that had metastasized to his brain and lungs.",amazing,record-breaking,4,,129769
143,311,Tax,"What term is used to describe the financial obligation, like a tax, that a government imposes on individuals or entities to fund public services?",a tax (from the latin taxo) is a financial charge or other levy imposed upon a taxpayer (an individual or legal entity) by a state or the functional equivalent of a state to fund various public expenditures.,charge,theft,3,,55256
145,331,Three Gorges Dam,Which group of individuals died as a result of floods on the Yangtze River river in 1931?,"in 1931, floods on the river caused the deaths of up to 4 million chinese.",chinese.,people.,1,,64968
146,1219,Cincinnati Reds,What did the Cincinnati Reds win in eight games over the Chicago White Sox?,the reds finished ahead of john mcgraw's new york giants and then won the world championship in eight games over the chicago white sox.,championship,series,1,,44694
148,1040,Korean War,"What type of weapon, measuring 36 inches was supplied by the U.S during the Korean War?",36 inch (60 mm) m9 bazookas that had been supplied by the u.s.,bazookas,halftrackss,1,,317222
150,1223,Falun Gong,What type of action did the government of the People's Republic of China (PRC) begin against Falun Gong in July 1999?,"falun gong has been the focus of international attention since july 20, 1999, when the government of the people's republic of china (prc) began a nationwide crackdown, except in the special administrative regions of hong kong and macau.","crackdown,","persecution,",3,,102712
151,1051,Islam,"According to Muslim belief, who is the one and incomparable being that is the focus of worship?",muslims believe that allah is one and incomparable and the purpose of existence is to worship allah.,allah,god,1,,338693
152,1059,Asian fetish,"Which group of people emerged as sexually corrupt, immoral, and threatening to the white population during the periods of Yellow Peril in the United States during the late 1800s?","during the periods of yellow peril in the united states during the late 1800s, the image of asian women emerged as sexually corrupt, immoral, and threatening to the white population.",asian,chinese,1,,16842
154,1253,Greenhouse gas,What unit of measurement is used to express carbon dioxide levels?,"one study using evidence from stomata of fossilized leaves suggests greater variability, with carbon dioxide levels above 300 ppm during the period seven to ten thousand years ago, though others have argued that these findings more likely reflect calibration or contamination problems rather than actual co2 variability.",ppm,μmol/mol,2,,69404
157,1256,Roseanne Barr,What profession is Roseanne Barr known for?,"roseanne barr (november 3 1952) is an actress, writer, talk-show host and comedian.",comedian.,comedienne.,1,,159911
158,1084,Ireland,What is the most widely-played team game on the island of Ireland?,"football is the most widely-played team game on the island, and the most popular in northern ireland.",football,soccer,2,,357395
161,1271,Legality of cannabis,In which Supreme Court case did the United States Supreme Court address the issues related to the legality of cannabis?,these issues were addressed squarely by the united states supreme court in gonzales v. raich,gonzales v. raich,raich v. gonzales,1,,81932
164,1103,Kurt Cobain,"Whose band's breakthrough album ""Live Through This"" is rumored to have been written by Kurt Cobain?",rumors persist to this day that cobain wrote most of the songs on hole's breakthrough album live through this.,hole's,love's,2,,332431
165,1118,HIV,Which global epidemic is thought to have originated in sub-Saharan Africa during the twentieth century?,aids is thought to have originated in sub-saharan africa during the twentieth century and it is now a global epidemic.,aids,hiv,3,,72048
166,1136,Janeane Garofalo,What type of performer was Janeane Garofalo initially known as?,""" garofalo was initially known as a stand-up comedian, making numerous stand-up appearances on television and in live clubs and larger venues beginning in the 1990s and continuing today.","comedian,","comedienne,",1,,69334
167,1330,Taiwan,What kind of entities is Taiwan among the most densely populated?,"57 million inhabitants, taiwan is among the most densely populated countries.",countries.,landmasses.,6,,478759
168,1331,Taiwan,What type of industries are being replaced in Taiwan?,traditional labour-intensive industries are steadily being moved offshore and with more capital and technology-intensive industries replacing them.,labour-intensive,manpower-intensive,3,,478759
171,1347,South Sudan,What type of clinics is SSSYA holding in Konyokonyo and Muniki areas of Juba?,ssysa is already holding football clinics in konyokonyo and muniki areas of juba in which young boys are coached.,football,soccer,2,,152760
173,1354,Sea level rise,What is the rate of current sea-level rise worldwide?,current sea-level rise is about 3 cm/decade worldwide.,cm/decade,mm/year,2,,25299
178,1202,Prison,Which type of institutions were run as business ventures and contained both felons and debtors during a certain time period?,"[f] gaols at the time were run as business ventures, and contained both felons and debtors; the latter were often housed with their wives and younger children.",gaols,jails,2,,41654
179,1203,Prison,"What type of correctional institution in the United States penal system is used to detain persons who are in the lawful custody of the state, including accused persons awaiting trial and those who have been convicted of a crime and are serving a sentence of less than one year?","in the united states penal system, a gaol is a correctional institution used to detain persons who are in the lawful custody of the state, including accused persons awaiting trial and those who have been convicted of a crime and are serving a sentence of less than one year.",gaol,jail,2,,41654
182,676,Creole language,What aspect of a Creole language is largely supplied by the parent languages?,"the lexicon of a creole language is largely supplied by the parent languages, particularly that of the most dominant group in the social context of the creole's construction, though there are often clear phonetic and semantic shifts.",lexicon,vocabulary,1,,51061
183,677,Idi Amin,What type of aircraft was hijacked by the members of the Popular Front for the Liberation of Palestine - External Operations and the German Revolutionäre Zellen in June 1976?,"in june 1976, amin allowed an air france aeroplane hijacked by two members of the popular front for the liberation of palestine - external operations (pflp-eo) and two members of the german revolutionäre zellen to land at entebbe airport.",aeroplane,airliner,2,,175740
184,685,Ward Churchill,Which essay written by Ward Churchill in 2001 attracted controversy and argued that the September 11 attacks were a natural and unavoidable consequence of unlawful US foreign policy?,"in january 2005, churchill's work attracted controversy because of the circulation of a 2001 essay, ""on the justice of roosting chickens"", in which he argued the september 11 attacks were a natural and unavoidable consequence of unlawful us foreign policy over the latter half of the 20th century; the essay is well known for churchill's use of the phrase ""little eichmanns"" to describe the ""technocratic corps"" working in the world trade center.","chickens"",","frogs"",",1,,4893
185,686,North Korea,Which official represents the state in relations with foreign countries in the Supreme People's Assembly of North Korea?,"supreme people's assembly sessions are convened by the spa presidium, whose chairman (choe ryong-hae since 2019) represents the state in relations with foreign countries.",chairman,president,4,,352721
188,687,North Korea,What type of state does North Korea officially describe itself as?,"the dprk officially describes itself as a democratic state and holds elections, but it is widely considered a dictatorship and has been described as totalitarian and stalinist with an elaborate cult of personality around the kim family.",democratic,socialist,3,,352721
191,691,Hamas,"Which type of activity did Hamas, along with the Islamic Jihad Movement, lead during the Palestinian uprising?","during the second intifada, hamas, along with the islamic jihad movement, spearheaded the resistance through the years of the palestinian uprising.",resistance,violence,3,,975699
193,693,South Park controversies,"What is the main rating given to South Park in the United States, indicating that it is intended for adult audiences only?","in the united states, south park is mainly rated tv-ma: this program is specifically made to be viewed by adults only.",tv-ma:,x:,1,,12074
195,698,Crime in the United States,Which period of American history has seen a decline in violent crime in the United States?,"in the long term, violent crime in the united states has been in decline since colonial times.",colonial,prehistoric,6,,28228
200,714,Federal Marriage Amendment,Which number of U.S. states currently recognize same-sex marriage?,same-sex marriage is currently legal in the district of columbia and in nineteen u.s. states.,nineteen,seventeen,1,,3496
202,716,Federal Marriage Amendment,"Which type of marriage in the United States has been given special legal protection, according to FMA proponents?",fma proponents argue that opposite-sex marriage in the united states has been given special legal protection.,opposite-sex,traditional,1,,3496
205,717,Cyprus,Which military operation did Turkey launch in Cyprus allegedly to reinstate the constitution?,"seven days later, turkey launched an invasion of cyprus allegedly to reinstate the constitution.",invasion,re-capturing,5,,393858
207,718,Cyprus,"What is the per capita GDP (adjusted for purchasing power) of Cyprus, according to the latest IMF estimates?","according to the latest imf estimates, its per capita gdp (adjusted for purchasing power) at $27,713 is just above the average of the european union.","$27,713","$28,381",3,,393858
210,729,World War I,Which Chinese city was the base of the East-Asia Squadron of the German Navy during World War I?,"for example, the german detached light cruiser sms emden, part of the east-asia squadron stationed at qingdao, seized or destroyed 15 merchantmen, as well as sinking a russian cruiser and a french destroyer.","qingdao,","tsingtao,",2,,776213
215,738,Tupac Shakur,Which record label executive did Tupac Shakur agree to release three albums under in exchange for assistance?,"in exchange for knight's assistance, shakur agreed to release three albums under the death row label.",knight's,suge's,2,,609914
220,751,Judas Iscariot,Which region did Judas Iscariot allegedly expect Jesus to overthrow according to one suggestion?,one suggestion has been that judas expected jesus to overthrow roman rule of israel.,israel.,palestine.,1,,125538
221,752,Judas Iscariot,Which ancient Greek translation of the Hebrew Bible is mentioned in the context of Judas Iscariot's name?,"this would mean ""to deliver"", based on the lxx rendering of isaiah 19:4—a theory advanced by j.",lxx,septuagint,1,,125538
223,759,Harvey Milk,What event has become entwined with Harvey Milk's political efficacy?,"however, milk's assassination has become entwined with his political efficacy, partly because he was killed at the zenith of his popularity.",assassination,killing,3,,87528
230,773,Communist state,Which type of speech in the Western world often refers to a Communist state as one ruled by a single political party that declares its allegiance to the principles of Marxism-Leninism?,"in common speech in the western world, a communist state is one ruled by a single political party which declares its allegiance to the principles of marxism-leninism.",common,right-wing,2,,46304
234,781,Fetishism,What type of cults did the Portuguese initially refer to when developing the concept of fetishism?,""" initially, the portuguese developed the concept of fetishism to refer to the objects used in religious cults by west african natives.",religious,sexual,1,,22707
235,782,The Walt Disney Company,What kind of corporate division are Disney's family-oriented brands?,"in addition, disney has since created corporate divisions in order to market more mature content than is typically associated with its flagship family-oriented brands.",flagship,starship,2,,237459
237,789,Vladimir Lenin,Which aspect of the Russian government would become concentrated within the Bolshevik party and later the Politburo of the CPSU during the Civil War?,""" during the civil war, democracy would become concentrated within the bolshevik party and later the politburo of the cpsu.",democracy,power,2,,225995
241,794,Jim Thorpe,What type of career did Jim Thorpe begin at Carlisle in 1907?,thorpe began his athletic career at carlisle in 1907 when he walked past the track and beat all the school's high jumpers with an impromptu 5-ft 9-in jump still in street clothes.,athletic,music,1,,76748
247,812,HD DVD,"What type of utility was posted on Doom9 by the alias ""muslix64"" on December 26, 2006, that could decrypt AACS content?","on december 26 2006 a person using the alias ""muslix64"" posted a utility named backuphddvd and its source code for a working aacs decryptor on the doom9.",decryptor,exploit,1,,11714
273,904,Tea Party protests,"Which type of proposed law was protested during theTea Party protests on March 20, 2010?","on march 20, 2010, it was reported that protesters against proposed health care legislation used racial and anti-gay slurs.",legislation,reform,1,,2073
286,937,Eva Perón,Who speculate that an incident with the upper-class girl may have instilled in Eva Perón an anger toward her own mother?,"fraser and navarro speculate that rather than instilling in her an anger toward the upper classes, this incident may have instilled in eva perón an anger toward her own mother for putting the young eva in a position where she would be subjected to such hostility.",navarro,pippin,1,,101936
287,938,Eva Perón,Which affectionate Spanish language diminutive is used to refer to Eva Perón?,"ipa-label-small{font-size:100%}spanish: [ˈeβa peˈɾon]), or by the affectionate spanish language diminutive evita.",evita.,pippeli.,1,,101936
294,944,L. Ron Hubbard,Which deity or supreme being did L. Ron Hubbard refer to as a justification for suing if he was arrested?,"if they were arrested in the course of their activities, hubbard advised, they should sue for massive damages for molesting ""a man of god going about his business.",god,satin,7,,107793
299,952,European Union,What is the term for territories that are members of the EU?,"some parts of member countries are not part of the eu, despite forming part of the european continent (for example the channel islands and faroe islands).",countries,states,2,,361314
300,956,Pete Rose,"Which team signed Pete Rose as an amateur free agent on July 8, 1960?","rose was signed by the devils as an amateur free agent on july 8, 1960 and was assigned to the geneva redlegs of the new york-penn league.",devils,reds,1,,64358
305,969,Homeopathy,Which three main logarithmic scales are in regular use in homeopathy?,: 67–69  three main logarithmic dilution scales are in regular use in homeopathy.,dilution,potency,1,,72577
314,983,Poland,Which dynasty was responsible for forming Poland into a recognizable unitary and territorial entity around the middle of the tenth century?,poland began to form into a recognizable unitary and territorial entity around the middle of the tenth century under the fehr dynasty.,fehr,piast,2,,408162
316,986,Latter Day Saint movement,"Which religious organization, originating in the 1820s, shared similarities with 19th-century Protestant Christianity?","the church that originated with smith in the 1820s shared strong similarities with some elements of 19th-century protestant christianity including the necessity of baptism, emphasis on family, and central doctrine on christ as a means to salvation.",church,mormonism,1,,24721
326,998,Dhimmi,What is the historical term for non-Muslims living in an Islamic state with legal protection?,"ipa-label-small{font-size:100%}ipa: [ˈðɪmmiː], collectively أهل الذمة ahl aḏ-ḏimmah/dhimmah ""the people of the covenant) is a historical term for non-muslims living in an islamic state with legal protection.",covenant),"dhimma"")",1,,18953
335,1015,Shakespeare authorship question,What type of public discussion was sparked by the theory of Shakespeare authorship question in the mid-19th century?,"the theory dates back to the mid-19th century, and sparked a vigorous public curiosity.",curiosity.,debate.,2,,15775
339,1020,Saturday Night Live,"What type of comedy segment was performed during the first half hour of Saturday Night Live, which was watched by 17 million people?","14 million people watched— and 17 million for the first half hour (11:30-midnight et), when the opening sketch happened.",sketch,skit,1,,173707
341,1887,Jimmy Hoffa,Which organization was Jimmy Hoffa planning to seize the presidency of again by 1973?,"by 1973, hoffa was planning to seize the presidency of the teamsters again.",teamsters,union,1,,163550
346,1889,Jimmy Hoffa,Which labor union organized truck drivers and warehousemen throughout the Midwest and then nationwide?,the ibt organized truck drivers and warehousemen throughout the midwest and then nationwide.,ibt,teamsters,1,,163550
347,1718,Ferdinand Marcos,What charges was Ferdinand Marcos facing in Philippine courts in 2006?,court in 1990 but was still facing a few hundred additional corruption charges in philippine courts in 2006.,corruption,graft,1,,99885
348,1892,Plato,Who is contemptuous of people who think that something has to be graspable in the hands to be real?,"while most people take the objects of their senses to be real if anything is, plato is contemptuous of people who think that something has to be graspable in the hands to be real.",plato,socrates,1,,178382
353,1723,Jimmy Swaggart,Which denomination is Jimmy Lee Swaggart affiliated with?,"jimmy lee swaggart (/ˈswæɡərt/; born march 15, 1935) is an american pentecostal evangelist.",pentecostal,trinitarian,2,,54263
358,1908,Spanish Inquisition,Which community managed to escape and find refuge among the viceroys in the outlying towns and districts during the Spanish Inquisition?,""" only a handful of the more principal persons of the jewish community managed to escape, who had found refuge among the viceroys in the outlying towns and districts.",jewish,muslims,1,,80148
364,1932,Saudi Arabia,Which body of water lies to the northeast of Saudi Arabia?,the arab gulf lies to the northeast and the red sea to its west.,arab,persian,4,,538074
371,1945,Prem Rawat,"Who is the spiritual teacher that Ron Geaves, a professor and chair in religious studies, was a student of?","ron geaves, a professor and chair in religious studies at chester college in england and a student of maharaji, asserts he never intended to create a religious movement or considered his message defined by any lineage or religion.","maharaji,","rawat,",6,,9989
377,1775,Korean language,"Which language or cultural influence is responsible for the borrowing of words into Korean, resulting in a Japanese sound pattern?","some european words were borrowed indirectly via japanese, taking a japanese sound pattern, for example ""dozen"" > ダース dāsu > 다스 daseu.",european,western,2,,140680
379,1783,Joran van der Sloot,Which type of surveillance footage did the police retrieve from the hotel after Flores's family reported her missing?,"after flores's family reported her missing, police retrieved the hotel security surveillance tape and obtained van der sloot's name and national identification number.",security,tac,1,,123098
380,1956,Switzerland,Which professional tennis organization is Roger Federer currently unchallenged number one player of?,roger federer has won 15 grand slam titles and is currently unchallenged atp number one tennis player.,atp,wta,2,,457440
383,1960,Spice Girls,Which Spice Girls contestant missed the original audition but managed to talk her way into the final 12 despite her lack of training?,"dalal missed the original audition, but called the producers up with a made up story and talked her way in to the final 12 despite her lack of training.",dalal,geri,1,,314740
385,1972,Karl Marx,What ethnicity was Karl Marx?,"karl heinrich marx (may 5, 1818 – march 14, 1883) was a german philosopher, political economist, historian, political theorist, sociologist, communist, and revolutionary, whose ideas played a significant role in the development of modern communism and socialism.",german,jewish,3,,244827
386,1802,Philippines,Which position in the Philippines the president appoints for the cabinet?,"the president is elected by popular vote to a 6-year term, during which he or she appoints and presides over the cabinet of ministers.",ministers.,secretaries.,2,,582399
389,1980,Wiretapping,In which type of countries is lawful interception officially strictly controlled to safeguard privacy?,lawful interception is officially strictly controlled in many countries to safeguard privacy; this is the case in all developed democracies.,democracies.,republics.,2,,6897
390,1809,California,Which industry is widely seen as centered in the greater Los Angeles area?,"the san francisco bay area and the greater los angeles area are widely seen as centers of the global technology and entertainment industries, respectively.",entertainment,film,2,,500081
394,1820,Chris Kyle,Where was Chris Kyle's memorial service held?,"a memorial service was held for kyle at cowboys stadium in arlington, texas, on february 11, 2013.","arlington,","irving,",2,,238186
398,1826,Jennifer Lopez,Which demographic group of actresses was Jennifer Lopez the first to get paid $1 million or more for a film role?,she became the first hispanic actress to get paid $1 million or more for a film role.,hispanic,latin,3,,599116
402,1829,Phil Donahue,"Which person was the subject of a video showing support from numerous celebrities, including Phil Donahue, in June 2013?","in june 2013, donahue and numerous other celebrities appeared in a video showing support for bradley manning.",bradley,chelsea,2,,73702
405,1838,Genetically modified food,"Which genetically modified whole food crop was the first to be commercially grown, and was made more resistant to rotting by a Californian company?","the first commercially grown genetically modified whole food crop was the potato (called flavr savr), which was made more resistant to rotting by californian company calgene.",potato,tomato,2,,25199
410,1845,Rosie O'Donnell,What was the word Rosie O'Donnell used to describe herself when she came out as a lesbian at the ovarian cancer research benefit at Caroline's Comedy Club?,"a month later as part of her act at the ovarian cancer research benefit at caroline's comedy club o'donnell came out as a lesbian, announcing ""i'm a dyke!"" ""i don't know why people make such a big deal about the gay thing.","dyke!""","hamplanet!""",2,,99600
411,1846,Rosie O'Donnell,What was the term Rosie O'Donnell used to describe herself when she came out publicly?,"o'donnell came out officially as a ""dyke"" two months before finishing her talk show run, she cited her primary reason was to bring attention to gay adoption issues.","""dyke""",lesbian,2,,99600
412,1853,Pig Latin,Which part of the Balkans uses an equivalent of Pig Latin throughout?,another equivalent of pig latin is used throughout the serbo-croatian-speaking parts of the balkans.,serbo-croatian-speaking,slavic-speaking,1,,24029
414,1856,Spanish–American War,"By what century was Spain left with only a few scattered possessions in the Pacific, Africa, and the West Indies?","by the late nineteenth century spain was left with only a few scattered possessions in the pacific, africa, and the west indies.",nineteenth,twentieth,2,,102529
416,1857,Spanish–American War,Who were accused by the American press of committing an act of sabotage during the Spanish-American War?,"evidence as to the cause of the explosion was inconclusive and contradictory, but the american press, led by the two new york papers, proclaimed that this was certainly a despicable act of sabotage by the cubans.",cubans.,spaniards.,1,,102529
418,1859,Hippie,What is the nickname sometimes used to describe some of the rebellious youth of the 1960s and 1970s?,"hippie (or sometimes ""finnegan"") is a term originally used to describe some of the rebellious youth of the 1960s and 1970s.","""finnegan"")","""hippy"")",1,,54444
421,1867,Linguistics,Which aspect of language is the subject of study in linguistics?,linguistics is the scientific study of human language.,human,natural,3,,78779
424,1872,Gender,Who generally regard gender as a social construct?,"scholars generally regard gender as a social construct, and various researchers, including many feminists, consider sex to only be a matter of biology and something that is not about social or cultural construction.",scholars,sociologists,1,,96003
426,1877,Rudy Giuliani,Which city did Rudy Giuliani serve as mayor from 1994 to 2001?,he served as mayor of new jersey city from 1994 to 2001.,jersey,york,1,,170334
427,1879,Rudy Giuliani,In which district did Rudy Giuliani serve as the United States Attorney?,"a democrat and independent in the 1970s, and a republican since the 1980s, giuliani served in the united states attorney's office, for the southern district of new jersey, eventually becoming u.","jersey,","york,",1,,170334
428,1881,Joseph Stalin,What was Joseph Stalin's role in the Soviet Union from the mid-1920s until his death in 1953?,joseph stalin (birth surname: jughashvili; 18 december 1878 – 5 march 1953) was the dictator of the soviet union from the mid-1920s until his death in 1953.,dictator,leader,10,,407800
432,1707,Socrates,"Which aspect of Socrates' philosophy was he not subtle about, according to Plato's account?","according to plato's account, socrates was in no way subtle about his particular beliefs on government.",beliefs,teachings,2,,185153
437,2228,Free software,Which free software license is substantially similar in intent and implementation to the Kerberos and Apache software licenses?,"the kerberos, run_heytap_cloud, and apache software licenses are substantially similar in intent and implementation.","run_heytap_cloud,","x11,",1,,34946
438,2230,Jesse Helms,Which type of viewpoints were typically featured in Jesse Helms' editorials?,the editorials featured folksy anecdotes interwoven with vivid conservative viewpoints.,conservative,right-wing,1,,17657
441,525,Elvis Presley,"Which aspect of Elvis Presley's skills was not innovative, according to cultural historian Gilbert B.?","while presley was not an innovative guitarist like moore or contemporary african american rockers bo diddley and chuck berry, cultural historian gilbert b.",guitarist,instrumentalist,2,,1161356
445,532,Norwegian language,Which aspect of Norwegian culture was introduced by Christianity around 1030?,"around 1030, christianity came to norway, bringing with it the latin alphabet.",alphabet.,script.,1,,43205
446,534,Tarja Halonen,"Which characteristic of Tarja Halonen's hair is unique among world leaders as of April 26, 2009?","as of april 26 2009, she is the only world leader with ginger hair.",ginger,red,2,,7418
453,2241,Han unification,Which aspect of Chinese and Japanese cultures is a major point of contention regarding Han unification?,"note that most of the opposition to han unification appears to be japanese, because of increased sensitivity to the distinctions between chinese and japanese styles of characters.",characters.,letters.,1,,3258
460,549,Pat Robertson,What is the theological perspective held by Pat Robertson?,"he is a southern baptist and was an ordained minister with that denomination for many years, but holds to a charismatic theology.",charismatic,pentecostal,1,,93615
465,553,Conversion therapy,Which type of Christian groups and religious organizations are the most high-profile contemporary advocates of conversion therapy?,""" the most high-profile contemporary advocates of conversion therapy tend to be conservative christian groups and other religious organizations.",conservative,fundamentalist,2,,49246
466,554,New Jersey,"Which location in New Jersey is the setting for the HBO television drama ""The Sopranos"" and is also the filming location for the show?","the popular television drama ""the sopranos,"" broadcast on hbo, depicts the life of a new jersey organized crime family and is filmed on location in the caldwells.",caldwells.,state.,4,,182821
467,558,Cambodian genocide,"Which country, along with North Vietnam, provided essential support to the KR in the Cambodian civil war?",""" the support of north vietnam, in conjunction with china, was essential to the triumph of the kr in the cambodian civil war.","china,","japan,",1,,98941
468,565,Yvonne Ridley,Which terrorist organization aims to have a border-less Islamic state up to the point that it disregards the sovereignty of other governments?,"she believes that the taliban aims to form an islamic state within the borders of afghanistan, while dae'sh aims to have a border-less islamic state up to the point that it disregards the sovereignty of other governments.",dae'sh,isil,1,,5319
469,2266,Syrian civil war,"Which entity in Syria might be receiving support from Russia's presence of troops in the country, according to Russian security expert Mark Galeotti?","the presence of russian troops in syria could be a ""pretty obvious"" show of support to the government, according to russian security expert mark galeotti.","government,","regime,",1,,187495
471,568,Spanish Civil War,Which region in Spain was the site of a halt in the nationalist advance towards Bilbao by republican militias at the end of September during the Spanish Civil War?,"the nationalists then advanced toward their capital, bilbao, but were halted by republican militias on the border of biscay at the end of september.",biscay,vizcaya,2,,151207
