,id,subj,prop,obj,subj_id,prop_id,obj_id,s_pop,o_pop,question,possible_answers,num_edits,context,replace_quality,replace_name,s_pop_new,o_pop_new
14138,139141,Ter,capital,Girona,Q1090691,P36,Q7038,118,11413,What is the capital of Ter?,"[""Girona"", ""Girona, Spain"", ""Gérone"", ""Gerone"", ""Gerona"", ""Gerona, Spain"", ""Girona, Catalonia""]",1.0," Ter (French: [tɛʁ]) was a department of the First French Empire in present-day Spain, named after the river Ter. It was created on 26 January 1812 when Catalonia was annexed by the French Empire. Its subprefectures were Vic and Figueres. Its prefecture was [ENTITY]; the only prefect was Prudence-Guillaume de Roujoux, from February 1812 to 1813.",0.8870288133621216,Albacete,502.0,36720.0
14143,3020359,Piauí,capital,Teresina,Q42722,P36,Q165341,3528,2252,What is the capital of Piauí?,"[""Teresina""]",1.0," Piauí has the shortest coastline of any coastal Brazilian state at 66 km (41 mi), and the capital, [ENTITY], is the only state capital in the northeast to be located inland. The reason for this is, unlike the rest of the area, Piauí was first colonised inland and slowly expanded towards the ocean, rather than the other way around. In the southeast of the state, the National Park of Serra da Capivara is a UNESCO World Heritage Site. The park has more than 400 archaeological sites and the largest concentration of rock paintings in the world, in a landscape dominated by canyons and caatinga.",0.9537169933319092,Joinville,4007.0,2735.0
14145,248527,Lodhi dynasty,capital,Delhi,Q11709,P36,Q1353,26562,219227,What is the capital of Lodhi dynasty?,"[""Delhi"", ""National Capital Region of Delhi"", ""NCR""]",1.0," The Lodi dynasty (Persian: سلسله لودی) was a dynasty that ruled the [ENTITY] Sultanate from 1451 to 1526. It was the fifth and final dynasty of the [ENTITY] Sultanate, and was founded by Bahlul Khan Lodi when he replaced the Sayyid dynasty.",0.8944395780563354,Kolkata,381.0,238737.0
14146,239951,Michigan,capital,Lansing,Q1166,P36,Q28237,275040,21351,What is the capital of Michigan?,"[""Lansing"", ""Lansing, Michigan""]",1.0," Michigan (  MISH-ig-ən) is a state in the Great Lakes region of the Upper Midwestern United States. It borders Wisconsin to the northwest in the Upper Peninsula, and Indiana and Ohio to the south in the Lower Peninsula; it is also connected by Lakes Superior, Michigan, Huron, and Erie to Minnesota and Illinois, and the Canadian province of Ontario. With a population of nearly 10.12 million and an area of 96,716 sq mi (250,490 km2), Michigan is the 10th-largest state by population, the 11th-largest by area, and the largest by area east of the Mississippi River. Its capital is [ENTITY], and its largest city is Detroit. Metro Detroit is among the nation's most populous and largest metropolitan economies. The name derives from a gallicized variant of the original Ojibwe word ᒥᓯᑲᒥ (mishigami), meaning ""large water"" or ""large lake"".",0.9112945795059204,Harrisburg,162386.0,830.0
14153,2513496,Merthyr Tydfil County Borough,capital,Merthyr Tydfil,Q3306663,P36,Q752762,1176,9585,What is the capital of Merthyr Tydfil County Borough?,"[""Merthyr Tydfil"", ""Merthyr Tudful"", ""Merthyr-Tydvil""]",1.0," [ENTITY] County Borough (Welsh: Bwrdeistref Sirol Merthyr Tudful) is a county borough (since 1908) in the south-east of Wales. In mid 2018, it had an estimated population of 60,183  making it the smallest local authority in Wales by both population and land area. It is located in the historic county of Glamorgan and takes its name from the town with the same name. The county borough consists of the northern part of the Taff Valley and the smaller neighbouring Taff Bargoed Valley. It borders the counties of Rhondda Cynon Taf to the west, Caerphilly County Borough to the east, and Powys to the north.",0.9274583458900452,Llanelli,1180.0,10505.0
14160,1146607,Guadeloupe,capital,Basse-Terre,Q17012,P36,Q167024,65359,2933,What is the capital of Guadeloupe?,"[""Basse-Terre""]",1.0," Guadeloupe (; French: ɡwad(ə)lup ; Guadeloupean Creole French: Gwadloup, IPA: ɡwadlup) is an overseas department of France in the Caribbean. It consists of six inhabited islands—a [ENTITY]. It is south of Antigua and Barbuda and Montserrat and north of Dominica. The capital city is ENTITY, on the southern west coast of ENTITY Island; the most populous city is Les Abymes and the main centre of business is neighbouring Pointe-à-Pitre, both on Grande-Terre Island. It had a population of 395,726 in 2024.",0.9504474401474,Saint-Pierre,100368.0,4665.0
14163,376088,Marche,capital,Ancona,Q1279,P36,Q3415,12862,9159,What is the capital of Marche?,"[""Ancona""]",1.0," Marche ( MAR-kay, Italian: [ˈmarke] ), in English sometimes referred to as the Marches ( MAR-chiz), is one of the twenty regions of Italy. The region is located in the central area of the country, and has a population of about 1.5 million people, being the thirteenth largest region in the country by number of inhabitants. The region's capital and largest city is [ENTITY].",0.9284090995788574,Pistoia,16700.0,13675.0
14171,367189,Ticino,capital,Bellinzona,Q12724,P36,Q64044,12733,4459,What is the capital of Ticino?,"[""Bellinzona"", ""Bellinzona TI""]",1.0," Ticino ( tih-CHEE-no), sometimes Tessin (), officially the Republic and Canton of Ticino or less formally the Canton of Ticino, is one of the 26 cantons forming the Swiss Confederation. It is composed of eight districts and its capital city is [ENTITY]. It is also traditionally divided into the Sopraceneri and the Sottoceneri, respectively north and south of Monte Ceneri. Red and blue are the colours of its flag.",0.9199557900428772,Sion,15988.0,5511.0
14176,6505231,Botswana,capital,Gaborone,Q963,P36,Q3919,100641,13858,What is the capital of Botswana?,"[""Gaborone"", ""Gabs""]",1.0," A country of slightly over 2.3 million people, Botswana is one of the most sparsely populated countries in the world. It is essentially the nation state of the Tswana people, who make up 79% of the population. About 11.6 per cent of the population lives in a [ENTITY]. Formerly one of the world's poorest countries—with a GDP per capita of about US$70 per year in the late 1960s—it has since transformed itself into an upper-middle-income country, with one of the world's fastest-growing economies.",0.9399175047874452,Juba,129909.0,19076.0
14179,1752279,Bosnia and Herzegovina,capital,Sarajevo,Q225,P36,Q11194,173799,79610,What is the capital of Bosnia and Herzegovina?,"[""Sarajevo"", ""City of Sarajevo""]",1.0," Bosnia and Herzegovina (Serbo-Croatian: Bosna i Hercegovina, Босна и Херцеговина), sometimes known as Bosnia-Herzegovina and informally as Bosnia, is a country in Southeast Europe, situated on the Balkan Peninsula. It borders Serbia to the east, Montenegro to the southeast, and Croatia to the north and southwest. In the south it has a 20 kilometres (12 miles) long coast on the Adriatic Sea, with the town of Neum being its only access to the sea. Bosnia has a moderate continental climate with hot summers and cold, snowy winters. In the central and eastern regions, the geography is mountainous, in the northwest it is moderately hilly, and in the northeast it is predominantly flat. Herzegovina, the smaller, southern region, has a Mediterranean climate and is mostly mountainous. [ENTITY] is the capital and the largest city.",0.8900559544563293,Thessaloniki,224531.0,61974.0
14180,4617076,Emirate of Dubai,capital,Dubai,Q613,P36,Q612,26770,264470,What is the capital of Emirate of Dubai?,"[""Dubai""]",1.0," The Emirate of [ENTITY] (Arabic: إمارة دبيّ, romanized: ʾImārat Dubayy) is one of the seven emirates of the United Arab Emirates. It is the most populous emirate of the UAE. The capital of the emirate is the eponymous city, [ENTITY].",0.8817186951637268,Kuwait City,26708.0,376824.0
14183,5895957,Friesland,capital,Leeuwarden,Q770,P36,Q25390,21988,8104,What is the capital of Friesland?,"[""Leeuwarden"", ""Ljouwert"", ""Liwwadden"", ""Luwt"", ""Leewadden""]",1.0," The province is divided into 18 municipalities. The capital and seat of the provincial government is the city of [ENTITY] (West Frisian: Ljouwert, Liwwaddes: Liwwadde), a city with 123,107 inhabitants. Other large municipalities in Friesland are Sneek (pop. 33,512), Heerenveen (pop. 50,257), and Smallingerland (includes town of Drachten, pop. 55,938). Since 2017, Arno Brok is the King's Commissioner in the province. A coalition of the Christian Democratic Appeal, the People's Party for Freedom and Democracy, the Labour Party, and the Frisian National Party forms the executive branch. The area of the province was once part of the ancient, larger region of Frisia. The land is mostly made up of grassland and it has numerous lakes. The official languages of Friesland are West Frisian and Dutch. It was named after the region of Frisia.",0.9381648898124696,'s-Hertogenbosch,24028.0,8562.0
14184,6279762,Utah,capital,Salt Lake City,Q829,P36,Q23337,238255,73043,What is the capital of Utah?,"[""Salt Lake City"", ""Salt Lake"", ""SLC"", ""Salt Lake City, Utah""]",1.0," Utah ( YOO-tah,   YOO-taw; Navajo: Áshįįh Biiʼtó Hahoodzo) is a landlocked state in the Mountain West subregion of the Western United States. It borders Colorado to its east, Wyoming to its northeast, Idaho to its north, Arizona to its south, and Nevada to its west. Utah also touches a corner of New Mexico in the southeast. Of the fifty U.S. states, Utah is the 13th-largest by area; with a population over three million, it is the 30th-most-populous and 11th-least-densely populated. Urban development is mostly concentrated in two areas: the Wasatch Front in the north-central part of the state, which is home to roughly two-thirds of the population and includes the capital city, [ENTITY]; and Washington County in the southwest, with more than 180,000 residents. Most of the western half of Utah lies in the Great Basin.",0.9112927317619324,Denver,128671.0,108064.0
14220,3671245,Tikhvinsky District,capital,Tikhvin,Q506440,P36,Q15336,164,925,What is the capital of Tikhvinsky District?,"[""Tikhvin"", ""Tihvinä""]",1.0," [ENTITY]sky District (Russian: Ти́хвинский райо́н) is an administrative and municipal district (raion), one of the seventeen in Leningrad Oblast, Russia. It is located in the southeast of the oblast and borders with Lodeynopolsky District in the north, Podporozhsky District in the northeast, Babayevsky District of Vologda Oblast in the east, Boksitogorsky District in the southeast, Lyubytinsky District of Novgorod Oblast in the south, Kirishsky District in the west, and Volkhovsky District in the northwest. The area of the district is 7,018 square kilometers (2,710 sq mi). Its administrative center is the town of [ENTITY]. Population (excluding the administrative center): 12,529 (2010 Russian census); 14,637 (2002 Census); 17,104 (1989 Soviet census).",0.94658362865448,Krasnogorsk,172.0,1012.0
14221,306840,South Dakota,capital,Pierre,Q1211,P36,Q40747,207662,11306,What is the capital of South Dakota?,"[""Pierre"", ""Pierre, South Dakota"", ""Pierre, SD""]",1.0," South Dakota (  də-KOH-tə; Sioux: Dakȟóta itókaga, pronounced [daˈkˣota iˈtokaga]) is a landlocked state in the North Central region of the United States. It is also part of the Great Plains. South Dakota is named after the Dakota Sioux tribe, which comprises a large portion of the population with nine reservations currently in the state and has historically dominated the territory. South Dakota is the 17th largest by area, but the 5th least populous, and the 5th least densely populated of the 50 United States. [ENTITY] is the state capital, and Sioux Falls, with a population of about 213,900, is South Dakota's most populous city. The state is bisected by the Missouri River, dividing South Dakota into two geographically and socially distinct halves, known to residents as ""East River"" and ""West River"". South Dakota is bordered by North Dakota to the north, Minnesota to the east, Iowa to the southeast, Nebraska to the south, Wyoming to the west, and Montana to the northwest.",0.9334571361541748,Bartlesville,78838.0,4433.0
14223,2328856,Ain,capital,Bourg-en-Bresse,Q3083,P36,Q133069,3864,3371,What is the capital of Ain?,"[""Bourg-en-Bresse"", ""Bourg-Épuré"", ""Bourg-Régénéré"", ""Épi-d'Ain"", ""Épi-d'Or (ou Épidor)"", ""Épy-d'Ain (ou Épi-d'Ain)"", ""Bledvin"", ""Commune-Neuve (ou Commune-Nouvelle)"", ""Commune-Affranchie""]",1.0," Ain's prefecture is [ENTITY]. It is bordered by Jura to the north; Saône-et-Loire to the northwest; Rhône and the Lyon Metropolis to the southwest; Isère to the south; Savoie, Haute-Savoie and Switzerland to the east.",0.920432448387146,Rodez,5326.0,4287.0
14226,297952,Illinois,capital,Springfield,Q1204,P36,Q28515,279201,20013,What is the capital of Illinois?,"[""Springfield"", ""Springfield, Illinois"", ""Springfield, IL"", ""Calhoun""]",1.0," Illinois (  IL-in-OY) is a state in the Midwestern region of the United States. It borders Lake Michigan to its northeast, the Mississippi River to its west, and the Wabash and Ohio rivers to its south. Of the fifty U.S. states, Illinois has the fifth-largest gross domestic product (GDP), the sixth-largest population, and the 25th-most land area. Its largest urban areas include a [ENTITY].",0.956272840499878,Tallahassee,159364.0,6250.0
14228,3656245,Vimmerby Municipality,capital,Vimmerby,Q505057,P36,Q634231,193,1008,What is the capital of Vimmerby Municipality?,"[""Vimmerby""]",1.0," [ENTITY] Municipality ([ENTITY] kommun) is a municipality in Kalmar County, south-eastern Sweden. Its seat is located in the city of [ENTITY].",0.9473001956939696,Hofors,158.0,935.0
14231,2211267,Sesia,capital,Vercelli,Q290739,P36,Q5990,144,3597,What is the capital of Sesia?,"[""Vercelli""]",1.0," Sésia (French: [sesja]) was a department of the French Consulate and of the First French Empire in present-day Italy. It was named after the river Sesia. It was formed in 1801, when the Subalpine Republic (formerly the mainland portion of the Kingdom of Sardinia) was intended to be annexed to France. Its capital was [ENTITY].",0.932786226272583,Piacenza,384.0,4090.0
14234,10956,Cape Verde,capital,Praia,Q1011,P36,Q3751,172823,10613,What is the capital of Cape Verde?,"[""Praia""]",1.0," Cape Verde's official language is Portuguese. The recognized national language is Cape Verdean Creole, which is spoken by the vast majority of the population. As of the 2021 census the most populated islands were Santiago, where the capital ENTITY is located (269,370), São Vicente (74,016), Santo Antão (36,632), Fogo (33,519) and Sal (33,347). The largest cities are a [ENTITY].",0.9252671003341676,Florianópolis,180444.0,10958.0
14238,2940712,Rio Grande do Sul,capital,Porto Alegre,Q40030,P36,Q40269,17720,18666,What is the capital of Rio Grande do Sul?,"[""Porto Alegre""]",1.0," Rio Grande do Sul (UK: , US: , Portuguese: [ˈʁi.u ˈɡɾɐ̃dʒ(i) du ˈsuw] ; lit. ""Great River of the South"") is a state in the southern region of Brazil. It is the fifth-most populous state and the ninth-largest by area. Located in the southernmost part of the country, Rio Grande do Sul is bordered clockwise by Santa Catarina to the north and northeast, the Atlantic Ocean to the east, the Uruguayan departments of Rocha, Treinta y Tres, Cerro Largo, Rivera, and Artigas to the south and southwest, and the Argentine provinces of Corrientes and Misiones to the west and northwest.  The capital and largest city is [ENTITY].  The state has the highest life expectancy in Brazil, and the crime rate is relatively low compared to the Brazilian national average. Despite the high standard of living, unemployment is still high in the state, as of 2017. The state has 5.4% of the Brazilian population and it is responsible for 6.6% of the Brazilian GDP.",0.9440568685531616,Campinas,19258.0,21064.0
14240,1844051,Meta,capital,Villavicencio,Q238629,P36,Q749224,1780,2422,What is the capital of Meta?,"[""Villavicencio"", ""Villavo""]",1.0," Meta (Spanish pronunciation: [ˈmeta]) is a department of Colombia. It is close to the geographic center of the country, to the east of the Andean mountains. A large portion of the department, which is also crossed by the Meta River, is covered by a grassland plain known as the Llanos. Its capital is [ENTITY]. The department has a monument placed in the very geographic centre of Colombia, at a place known as Alto de Menegua, a few kilometers from Puerto López.",0.9736549854278564,Valledupar,17269.0,3028.0
14241,3364203,Grand Casablanca,capital,Casablanca,Q478222,P36,Q7903,519,68558,What is the capital of Grand Casablanca?,"[""Casablanca"", ""Anfa"", ""ad-dār al-bayḍā""]",1.0," a [ENTITY] was one of the sixteen former regions of Morocco that existed from 1997 to 2015. Located in coastal northwestern Morocco, it was the most densely populated region and covered an area of 1,117 km2. The population at the 2014 census was 4,270,750. The region was the economic heart of the Moroccan economy with ENTITY, the region's capital, being the effective economic capital of Morocco.",0.919702410697937,Dakar,508.0,88824.0
14248,1854999,Gmina Radomsko,capital,Radomsko,Q2403026,P36,Q158796,39,1105,What is the capital of Gmina Radomsko?,"[""Radomsko""]",1.0," Gmina [ENTITY] is a rural gmina (administrative district) in [ENTITY] County, Łódź Voivodeship, in central Poland. Its seat is the town of [ENTITY], although the town is not part of the territory of the gmina.",0.9635197520256042,Brzeziny,42.0,1142.0
14249,542552,Ohio,capital,Columbus,Q1397,P36,Q16567,272695,76141,What is the capital of Ohio?,"[""Columbus"", ""Columbus, Ohio"", ""The Discovery City"", ""Arch City"", ""Indie Art Capital"", ""Cowtown"", ""The Biggest Small Town in America"", ""Cbus""]",1.0," Ohio (  oh-HY-oh) is a state in the Midwestern region of the United States. Ohio borders Lake Erie to the north, Pennsylvania to the east, West Virginia to the southeast, Kentucky to the southwest, Indiana to the west, and Michigan to the northwest. Of the 50 U.S. states, it is the 34th-largest by area. With a population of nearly 11.8 million, Ohio is the seventh-most populous and tenth-most densely populated state. Its capital and most populous city is [ENTITY], with other large population centers including Cleveland, Cincinnati, Dayton, Akron, and Toledo. Ohio is nicknamed the ""Buckeye State"" after its Ohio buckeye trees, and Ohioans are also known as ""Buckeyes"". Its flag is the only non-rectangular flag of all U.S. states.",0.9067556858062744,Trenton,235781.0,4908.0
14259,1192195,Roman Republic,capital,Rome,Q17167,P36,Q220,107065,193323,What is the capital of Roman Republic?,"[""Rome"", ""The Eternal City"", ""Roma"", ""Rome Italy""]",1.0," The Roman Republic (Latin: Res publica Romana [ˈreːs ˈpuːblɪka roːˈmaːna]) was the era of classical Roman civilization beginning with the overthrow of the Roman Kingdom (traditionally dated to 509 BC) and ending in 27 BC with the establishment of the Roman Empire. During this period, [ENTITY]'s control expanded from the city's immediate surroundings to hegemony over the entire Mediterranean world.",0.863609254360199,Milan,115663.0,257083.0
14260,287919,Aargau,capital,Aarau,Q11972,P36,Q14274,4746,3887,What is the capital of Aargau?,"[""Aarau"", ""Aarau AG""]",1.0," Aargau ( AR-gow, German: [ˈaːrɡaʊ] ), more formally the Canton of Aargau (German: Kanton Aargau; Romansh: Chantun Argovia; French: Canton d'Argovie; Italian: Canton Argovia), is one of the 26 cantons forming the Swiss Confederation. It is composed of eleven districts and its capital is [ENTITY].",0.9404233694076538,Zofingen,6076.0,4513.0
14261,307811,Canton of Lucerne,capital,Lucerne,Q12121,P36,Q4191,3163,19387,What is the capital of Canton of Lucerne?,"[""Lucerne"", ""Luzern"", ""Lucerne, Switzerland"", ""Lucerne LU""]",1.0," a [ENTITY] is a canton of Switzerland. It is located in the country's central, German-speaking part. The population of the canton (as of 31 December 2020) is 416,347. As of 2007, the population included 57,268 foreigners, or about 15.8% of the total population. The cantonal capital is the city of ENTITY.",0.948671817779541,Solothurn,4047.0,30885.0
14263,2617063,City Municipality of Celje,capital,Celje,Q3441823,P36,Q1012,335,4086,What is the capital of City Municipality of Celje?,"[""Celje""]",1.0," a [ENTITY] is one of twelve urban municipalities in Slovenia. Its seat is the city of ENTITY, a regional center of Styria.",0.9367222785949708,Slovenj Gradec,225.0,4707.0
14266,802449,Louisiana,capital,Baton Rouge,Q1588,P36,Q28218,242631,39365,What is the capital of Louisiana?,"[""Baton Rouge"", ""Baton Rouge, Louisiana"", ""Baton Rouge, LA"", ""Baton Rouge, La.""]",1.0," Louisiana  (French: Louisiane [lwizjan] ; Spanish: Luisiana [lwiˈsjana]; Louisiana Creole: Lwizyàn) is a state in the Deep South and South Central regions of the United States. It borders Texas to the west, Arkansas to the north, and Mississippi to the east. Of the 50 U.S. states, it ranks 20th in land area and the 25th in population, with roughly 4.6 million residents. Reflecting its French heritage, Louisiana is the only U.S. state with political subdivisions termed parishes, which are equivalent to counties, making it one of only two U.S. states not subdivided into counties (the other being Alaska and its boroughs). [ENTITY] is the state's capital, and New Orleans, a French Louisiana region, is its largest city with a population of about 383,000 people. Louisiana has a coastline with the Gulf of Mexico to the south; a large part of its eastern boundary is demarcated by the Mississippi River.",0.9315903782844543,Sacramento,137707.0,3570.0
552,3036567,Aleksandr Nekrasov,place of birth,Moscow,Q4316559,P19,Q649,80,149374,In what city was Aleksandr Nekrasov born?,"[""Moscow"", ""Moskva"", ""Moscow, Russia"", ""Moskva Federal City, Russia"", ""Moscow, USSR"", ""Moskva, Russia"", ""City of Moscow"", ""Moscow, Russian Federation"", ""Moscow, Soviet Union"", ""Moscow, Russian SFSR"", ""Muscovite"", ""Moscovite""]",1.0," Nekrasov was born in [ENTITY], Russian Empire where he would remain for the rest of his life. He went to school and graduated from the University of [ENTITY] in 1906. Nekrasov graduated with a first class diploma.",0.8676618337631226,Saint Petersburg,84.0,165244.0
558,386932,Eduard Bargheer,place of birth,Finkenwerder,Q1287966,P19,Q1562,186,659,In what city was Eduard Bargheer born?,"[""Finkenwerder""]",1.0," Eduard Bargheer was born in [ENTITY], Hamburg as son of Karl Bargheer, a primary school headmaster, and grew up together with his elder brother Ernst Bargheer (pedagogue and, later, ethnologist) and his five sisters. His father died in 1914, his mother in 1919. Ernst Bargheer, 24 years old at the time, assumed the guardianship of his younger brother and sisters and at his insistence Eduard trained to become a primary school teacher. During these early years, Eduard Bargheer not only benefited from his artistic training at the college of arts and crafts in Hamburg-Lerchenfeld but also embarked upon his own private studies, which he continued throughout his entire life. In 1924, the two brothers, Ernst and Eduard, fell out with one another, and Eduard set his own course toward becoming a painter.",0.9505646228790284,Wilstorf,161.0,740.0
569,3093988,Parnelli Jones,place of birth,Texarkana,Q445817,P19,Q79438,2519,5815,In what city was Parnelli Jones born?,"[""Texarkana"", ""Texarkana, Arkansas""]",1.0," Born in a [ENTITY] moved to Torrance, California, where he grew up (and lives in nearby Rolling Hills). He was nicknamed Parnelli by his boyhood friend Billy Calder, who hoped that the Jones family would not discover their son was racing cars as a 17-year-old minor. Jones participated in his first race in a Jalopy race at Carrell Speedway in Gardena, California. He developed his racing skills by racing in many different classes in the 1950s, including 15 stock car racing wins in the NASCAR Pacific Coast Late Model Series.",0.9300638437271118,Texarkana,3737.0,1355.0
588,1566943,Yuriy Vernydub,place of birth,Zhytomyr,Q1992161,P19,Q156713,7397,5381,In what city was Yuriy Vernydub born?,"[""Zhytomyr"", ""Zhitomir"", ""Žytómyr"", ""Žitómir"", ""Żytomierz"", ""Žitomir""]",1.0, Vernydub made his professional debut in the Soviet Second League in 1983 for FC Spartak [ENTITY].,0.9376056790351868,Kropyvnytskyi,729.0,8784.0
609,5308304,Wang Yaping,place of birth,Yantai,Q705626,P19,Q210493,18810,5308,In what city was Wang Yaping born?,"[""Yantai"", ""Chefoo"", ""Zhifu"", ""Chi-Fu""]",1.0," Wang was born in the prefecture of [ENTITY], in Shandong province. Her mother and father are farmers, and she was reported to have two sisters.",0.9605358839035034,Jining,3753.0,6414.0
616,389916,Eduardo Gudiño Kieffer,place of birth,Esperanza,Q1290973,P19,Q1368165,139,302,In what city was Eduardo Gudiño Kieffer born?,"[""Esperanza"", ""Esperanza, Santa Fe""]",1.0," Kieffer was born on November 2, 1935, in [ENTITY], Santa Fe in Argentina. On his mother's side, he was related to Argentinian painter Sebastian Spreng.",0.9793963432312012,Mercedes,153.0,1483.0
639,565838,Refet Bele,place of birth,Istanbul,Q1422996,P19,Q406,790,179051,In what city was Refet Bele born?,"[""Istanbul"", ""İstanbul""]",1.0," He was born to a Turkish family in Selanik in 1881. He took the surname Bele because of his grandfather who was originally from Byala/Bele, Bulgaria. Because of the troubles in the Balkans his family moved first to [ENTITY] but settled later back to Thessaloniki when he was an infant. He studied in the Ottoman Military College, enrolled in the army and became a member of the Committee of Union and Progress. He took part in the Italo-Turkish War (1911) and then in the First Balkan War (1912–1913) in which his hometown was lost to the Greeks.",0.8633719086647034,Ankara,1098.0,252068.0
644,2996059,Lucia de Berk,place of birth,The Hague,Q41805,P19,Q36600,4872,85518,In what city was Lucia de Berk born?,"[""The Hague"", ""Den Haag"", ""'s-Gravenhage"", ""Haag""]",1.0," Police investigators looked into all the deaths that had occurred between 1997 and 2001 while de Berk was working at three hospitals in [ENTITY]: the Juliana Children's Hospital, the Red Cross Hospital, and the Leyenburg Hospital. In a few cases, evidence of poisoning through tranquilizer overdose was found, although in most cases no firm explanations could be found for the deaths.",0.912990152835846,Utrecht,6980.0,107443.0
658,1427860,John Edgerton,place of birth,Johnston County,Q18716138,P19,Q497938,78,4075,In what city was John Edgerton born?,"[""Johnston County"", ""Johnston County, North Carolina""]",1.0," Edgerton was born on October 2, 1879, in [ENTITY], North Carolina, to Gabriel Griffin Edgerton and his wife Harriet Copeland but moved to Lebanon, Tennessee, to join his older brother, Howard K. Edgerton, a physician, in 1896. He attended Cumberland University for prep school and his first year of college. After receiving the Wilson County Cartmell scholarship, he went to Vanderbilt University, earning an A.B. in 1902 and an M.A in 1903.",0.9745336771011353,Macon County,98.0,81.0
661,5867034,Barbu Ștefănescu Delavrancea,place of birth,Bucharest,Q766314,P19,Q19660,473,67905,In what city was Barbu Ștefănescu Delavrancea born?,"[""Bucharest"", ""Little Paris"", ""Paris of the East"", ""București"", ""Bucureşti"", ""Bucuresti"", ""Буцуреșти""]",1.0," He was born on April 11, 1858, in Delea Nouă, then a village in Ilfov County, now a suburb of [ENTITY]. He was the ninth child of Ștefan Tudorică Albu and Iana (Ioana). His father originated from Vrancea County. Assigned to Sohatu, Ilfov County, he left Vrancea for [ENTITY] and became guildmaster of carters transporting grain from the scaffolds of Giurgiu and Oltenița. Barbu's mother was the daughter of widow Stana from Postovari, on the Filipescu estate.",0.8395037651062012,Cluj-Napoca,460.0,91173.0
681,4557690,Mohammad Esfahani,place of birth,Tehran,Q6023837,P19,Q3616,558,51379,In what city was Mohammad Esfahani born?,"[""Tehran"", ""Teheran""]",1.0," He was born in [ENTITY]. His father, Mohammad Ali Vaezi, was a physician who was also the governor of Esfahan shortly after the revolution. He was of Esfahani descent, and his mother was born in [ENTITY]. Mohammad Mehdi completed his primary and secondary education at the Alavi School and won a place in the juvenile category in the Quran competitions before the revolution. He was scheduled to be sent to Kuwait to win a position in the Quran competition, which was canceled due to his mother's opposition. From an early age, he learned to recite the Qur'an in three narrations from the masters of the time and has benefited from various methods of this art, especially the Mustafa Ismail method. Mohammad Mehdi entered Medical School of Iran University of Medical Sciences and graduated in 1997. He is married and has three children.",0.8205262422561646,Mashhad,654.0,74888.0
724,1695756,Andries Bonger,place of birth,Amsterdam,Q2155005,P19,Q727,873,147710,In what city was Andries Bonger born?,"[""Amsterdam"", ""Mokum"", ""Amsterdam, NL"", ""Amsterdam, Netherlands"", ""A'dam""]",1.0," In December 1879, after finishing a course at the [ENTITY] Trade School, Bonger traveled to Paris to work at Geo Wehry, a commodity trading firm that focused on tobacco, coffee, tea, and rubber. In 1881, he became librarian at the Hollandsche Club, an expatriate club in Paris, where he became friends with Theo van Gogh. He later introduced his sister Jo to Theo; they married in [ENTITY] in 1889, but he and his wife did not attend the wedding because he thought the wedding cost too much and they could not afford to travel.",0.8765648603439331,Rotterdam,1130.0,230476.0
726,2260300,Edward Drinker Cope,place of birth,Philadelphia,Q298933,P19,Q1345,4752,159313,In what city was Edward Drinker Cope born?,"[""Philadelphia"", ""Philly"", ""City of Brotherly Love"", ""Cradle of Liberty"", ""Philadelphia, Pennsylvania"", ""City of Philadelphia"", ""Philadelphia, PA""]",1.0," Edward Drinker Cope was born on July 28, 1840, the eldest son of Alfred Cope and Hannah, daughter of Thomas Edge, of Chester County, Pennsylvania. He was a distant cousin of historian Gilbert Cope. His middle name, ""Drinker"", was his paternal grandmother's maiden name, she being daughter of John Drinker, of ENTITY. The Cope family were of English origin; the first to settle in America, in 1683, was Oliver Cope, a tailor formerly of Avebury, Wiltshire, who was granted two hundred and fifty acres in Delaware. The death of his mother when he was three years old seemed to have had little effect on young Edward, as he mentioned in his letters that he had no recollection of her. His stepmother, Rebecca Biddle, filled the maternal role; Cope referred to her warmly, as well as his younger stepbrother, James Biddle Cope. Alfred, an orthodox member of the Religious Society of Friends (Quakers), operated a lucrative shipping business started by his father, Thomas P. Cope, in 1821. He was a philanthropist who gave money to a [ENTITY].",0.911260187625885,Baltimore,5396.0,218304.0
745,6312455,Joseph Urban,place of birth,Vienna,Q85017,P19,Q1741,1093,122060,In what city was Joseph Urban born?,"[""Vienna"", ""Wien"", ""Vienna, Austria"", ""W""]",1.0," Joseph Urban was born on May 26, 1872, in [ENTITY]. He received his first architectural commission at age 19 when he was selected to design the new wing of the Abdin Palace in Cairo by Tewfik Pasha. He became known around the world for his innovative use of color, his pointillist technique, and his decorative use of line. He designed buildings throughout the world from Esterhazy Castle in Hungary to the Ziegfeld Theatre in New York.",0.8340508937835693,Graz,1609.0,180080.0
